Id, Question
1267, When did beethoven die ?
1268, What is the greatest amount that can be got by using exactly 5 fours?
1269, Don't tourists like to visit Chikmagalur ?
1270, What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?
1271, Is that man an architect or a sportsperson?
1272, What contemptible scoundrel stole the cork from my lunch ?
1273, What beer 's name is translated as `` lion brew '' ?
1274, Doesn't CDC  stand for Centers for Disease Control and Prevention?
1275, President Bush compared Saddam Hussein to whom ?
1276, Is there not a Drug and Alcohol Rehab Center in Bristol Bay County AK?
1277, Is that girl a doctor or an engineer?
1278, Is there a way to force Chrome to stop auto-expanding bookmark folders?
1279, What hemisphere is the Philippines in ?
1280, When will Jean Aeul publish her next book ?
1281, Name Dick Tracy 's two children .
1282, Which is the greatest fraction we can get using at most 10 sixes?
1283, Is she not an architect?
1284, Is that person an architect?
1285, What Boris Pasternak book sold 5   0 copies to become the fiction best-seller of 1958 ?
1286, Is there not any branch of mathematics that a computer can't perform ?
1287, What are the words to the song sung by `` Banana in Pajamas '' ?
1288, How can someone control their anger?
1289, Who tramped through Florida looking for the Fountain of Youth ?
1290, How many people live in Tokyo ?
1291, Name an American made motorcycle .
1292, What makes sperm ?
1293, Doesn't ACR  mean American College of Rheumatology?
1294, What 's the highest hand in straight poker ?
1295, Is there not any cure for psoriasis in homeopathy?
1296, What TV series features the adventures of a married couple named Jonathan and Jennifer ?
1297, What is the temperature for baking Peachy Oat Muffins ?
1298, Is Bukavu  the capital of Democratic Republic of the Congo?
1299, Does RONA  stand for Return on net assets?
1300, Who was Sherlock Holmes 's archenemy ?
1301, Is there not any difference between NPA and stressed assets?
1302, How much is the maximum gold you can take when flying from India to USA?
1303, Where is one 's corpus callosum found ?
1304, Don't tourists like to visit Fujin City ?
1305, Which is the least integer we can get using at most 10 threes?
1306, Is that gentleman not an architect?
1307, Do tourists like to visit Chiayi ?
1308, Is there any way to use lightening as electricity in our homes  offices etc?
1309, How long does it take sunlight to reach Earth ?
1310, What are the historical trials following World War II called ?
1311, Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?
1312, How old is too old for a child to not be talking ?
1313, Does ASCP  mean American Society of Consultant Pharmacists?
1314, What is a fear of drinking ?
1315, Is there not any site avilable through which I can earn Flipkart and Amazon shopping vouchers just working 1-2 hour on weekends?
1316, Is there not a country in this world that doesn't have a national anthem or national song?
1317, Which is the maximum sum we can get using at most 10 fours?
1318, What was the only country you were allowed to drive into Israel from in 1979 ?
1319, What is the seafaring name for the southern tip of South America ?
1320, Which is the best place to celebrate New Year 2015 in Hyderabad?
1321, What is the highest fraction that can be got by using exactly 5 fours?
1322, What U.S. President showed a fondness for munching on bee pollen bars ?
1323, Is she a scientist or a machine learning professional?
1324, Is that lady an artist or a convict?
1325, What beer is ` rockin ' America ?
1326, Is Bani Suwayf  the capital of Egypt?
1327, Doesn't NKC  stand for Northwest Kidney Centers?
1328, What U.S. state has sagebrush as its state flower ?
1329, Does STFM  mean Society of Teachers of Family Medicine?
1330, Who founded the first aerodynamics laboratory in 1912 ?
1331, Where can I find a willing mentor?
1332, What famed river flows through Bagdad ?
1333, Which is the maximum sum we can get using at most 10 eights?
1334, Doesn't CCG  stand for Children's Cancer Group?
1335, Which is the highest amount we can get using at most 10 zeros?
1336, What did the Yalta Conference lead to ?
1337, Doesn't ARRT  stand for American Registry of Radiologic Technologists?
1338, What is the name of the police officer who tried to keep order in Top Cat 's neighborhood ?
1339, Is there not a fundamental question underlying all other philosophical questions?
1340, Is there not a place where I can find Code.org blocks assets for free?
1341, Which are the best schools for studying natural language processing?
1342, Which of the following actors worked in New York 's Yiddish Theater ?
1343, What fruit does the ficus produce ?
1344, What is AACN ?
1345, Is there any way to know who is the most followed SoundCloud member?
1346, What are the first six words of Dickens 's A Tale of Two Cities ?
1347, What is the difference between a classical and an acoustic guitar ?
1348, Doesn't Bratislava  lie in Slovakia?
1349, During which season do most thunderstorms occur ?
1350, What chain store is headquartered in Bentonville   Arkansas ?
1351, What is a panic disorder ?
1352, What volcano showers ash on Sicily ?
1353, Where does most of the marijuana entering the United States come from ?
1354, Isn't Bijapur  the capital of India?
1355, Who is the richest woman in the world ?
1356, What was Dwight Eisenhower 's favorite card game ?
1357, Does Belfast  lie in United Kingdom?
1358, What island was the target of the U.S. 's Operation Urgent Fury ?
1359, Is he a doctor or an artist?
1360, What are pediatricians ?
1361, What money was used by them ?
1362, What is the biggest numeral that can be got by using exactly 5 sixes?
1363, Is there not a sectional cutoff in the SSC combine higher secondary exam 10+2?
1364, Who killed Lee Harvey Oswald ?
1365, What is RRT ?
1366, Who penned   `` Neither a borrower nor a lender be '' ?
1367, Is there a treatment for erectile dysfunction?
1368, What is the greatest integer that can be got by using exactly 5 eights?
1369, Who was the first governor of Alaska ?
1370, What is a thermometer ?
1371, What government exams  other than the GATE  can final year computer science students give?
1372, Does USMLE  mean United States Medical Licensing Examination?
1373, Does RPhT  mean Registered pharmacy technician?
1374, Why do airliners crash vs. gliding down ?
1375, What are all the southern states of the U.S. ?
1376, What made the Finger Lakes in western New York state ?
1377, What is neurology ?
1378, What Russian city boasts the Hermitage Museum ?
1379, How do I calculate a semester percentage from SGPA in ITER?
1380, Is there not any ayurvedic doctor available for aplastic anemia?
1381, What organization is the Security Council a part of ?
1382, Who sings Angel Eyes from the 80 's ?
1383, How does a hurricane form ?
1384, What two countries ' coastlines border the Bay of Biscay ?
1385, Is he an engineer or a celebrity?
1386, Silly putty was invented by whom ?
1387, What was the first English play written exclusively for children ?
1388, What is Martin Luther King Jr. 's real birthday ?
1389, What is the pig population of the world ?
1390, Who are Woody Woodpecker 's niece and nephew ?
1391, Who is the sexiest women in the world ?
1392, Is that woman not an engineer?
1393, What are xerophytes ?
1394, Is there not a UK equivalent person to the Automatic app?
1395, What were Babe Ruth 's Christian names ?
1396, Is she an architect or a celebrity?
1397, Is there any children story book shop in Australia?
1398, What ocean is the largest in the world ?
1399, How many people died on South Carolina highways in 1998 ?
1400, What are the rites accompanying the circumcision of a newly born-child in Judaism called ?
1401, What is the least numeral that can be got by using exactly 5 fours?
1402, Is there any way to tell if someone is fantasizing about you?
1403, What is the starting salary of a radiographer ?
1404, Is there not any free app to check your grammar in writing?
1405, Is there any way to stop people from adding me to their WhatsApp group?
1406, Doesn't Belgaum  lie in India?
1407, Name Li 'l Abner 's favorite Indian drink .
1408, Doesn't COGS  stand for Cost of Goods Sold?
1409, What is the Illinois state flower ?
1410, Name one of the Seven Wonders of the Ancient World .
1411, Does RCSI  mean Royal College of Surgeons in Ireland?
1412, What is SIOP ?
1413, What direction do most baseball pitchers pitch toward ?
1414, How would someone go about becoming an organ donor ?
1415, Is that boy a machine learning professional or a celebrity?
1416, Is there not a way to block someone's Snapchat story without removing them as a friend?
1417, When is Bastille Day ?
1418, Is there a celebrity venture capital firm in India?
1419, What is a fear of night or darkness ?
1420, How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?
1421, What is `` flintknapping '' ?
1422, What movie did Steven Spielberg direct in 1975 ?
1423, What can you be fined for having a dog on a beach ?
1424, Is there not anyone better than Jiddu Krishnamurti?
1425, What are the main imports and exports of Venezuela?
1426, Does CMA  stand for Certified Management Accountant?
1427, Is there not/has there ever been a governor in a US state who was a member of neither the Democratic or the Republican parties?
1428, What is the name of a book written by Aaron Hass ?
1429, Who 's the only U.S. president to have won a Pulitzer Prize ?
1430, Isn't Bikaner  the capital of India?
1431, Is there not a cure for sleep paralysis?
1432, Is that youth a doctor?
1433, What are some symptoms of a severe crick in the neck?
1434, Where was George Washington born ?
1435, What is the legal blood alcohol limit for the state of California ?
1436, What does Ouija mean ?
1437, Does AAD  stand for American Association of Dermatology?
1438, What is the highest numeral that can be got by using exactly 5 fives?
1439, How much could you rent a Volkswagen bug for in 1966 ?
1440, What is saltpeter ?
1441, Doesn't CAPM  mean Capital asset pricing model?
1442, Does Arrah  belong to India?
1443, What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?
1444, Which comic strip was never turned into a Broadway musical ?
1445, What well-known TV talk show host was a lay preacher by the time he was seventeen ?
1446, Is Fenghua  the capital of China?
1447, Which is the best place to go in Cambridge ?
1448, Does RBI  stand for Reserve Bank of India?
1449, What 1966 boob tube bomb took astronauts back to prehistoric times ?
1450, What country boasts the most cars per mile of road ?
1451, Is she a doctor or a sportsperson?
1452, What will the weather be today ?
1453, What is the problem with controlled fusion?
1454, Is there a way to download videos from Facebook and Youtube?
1455, Which is the best place to go in Choloma ?
1456, Doesn't Bahraich  lie in India?
1457, Is there not any good tutorial to learn C++ MFC preferably a video tutorial?
1458, Does APA  mean American Psychiatric Association?
1459, How long can raw and cooked sausage last refrigerated?
1460, What stadium do the Miami Dolphins play their home games in ?
1461, Which mosquito 's bite draws blood   DT NN CC DT NN .
1462, How tall was the animated King Kong ?
1463, Is there a way to set speed limiter on a device connected to wifi?
1464, What causes the redness in your cheeks when you blush ?
1465, Is that lady not a doctor?
1466, What is the smallest number that can be got by using exactly 5 fives?
1467, What are two plants that clothes are made from ?
1468, What do you call a book of quotes ?
1469, What is the present Pope named ?
1470, Is that gentleman a sportsperson or a celebrity?
1471, What product is for kids   and not for silly rabbits ?
1472, What is Jimmy Olsen 's full name ?
1473, How many American actors were nominated for the best actor Oscar for 1983 ?
1474, Is there a Drug and Alcohol Rehab Center in Juneau County AK?
1475, Which is the maximum integer we can get using at most 10 sixes?
1476, Is there not a video of the inside of the Soyuz Spacecraft during re-entry?
1477, Is there any ayurvedic doctor available for aplastic anemia?
1478, Which is the smallest integer we can get using at most 10 nines?
1479, How many stations do you shoot from in the basketball game `` Around the World '' ?
1480, Is Augsburg  the capital of Germany?
1481, Who thought he 'd never see a poem lovely as a tree ?
1482, What is the largest fraction that can be got by using exactly 5 sevens?
1483, Name the fast food chain with the golden arches .
1484, Which is the maximum amount we can get using at most 10 nines?
1485, Who owns the rights on a TV program ?
1486, Does CMA  stand for Certified medical assistant?
1487, Why do you love her?
1488, What is the definition of cosmology ?
1489, What is RPN ?
1490, Isn't Cottbus  the capital of Germany?
1491, Who was the first governor of West Virginia ?
1492, What is the maximum number that can be got by using exactly 5 fives?
1493, What is the maximum numeral that can be got by using exactly 5 fours?
1494, What made the short-lived Star Hawks strip so unique ?
1495, Is there not any IITian who is a Broker in Stock Market in India currently?
1496, What is a hydrogen bond ?
1497, Is that youth an engineer or an architect?
1498, How do you say I love you in Spanish ?
1499, Is that man a machine learning professional or a convict?
1500, What do you call a word that is spelled the same backwards and forwards ?
1501, Is that person not a convict?
1502, Who painted the ceiling of the Sistine Chapel ?
1503, Is there an English Communication test after AMCAT?
1504, Doesn't Coacalco  lie in Mexico?
1505, What painter popularized soup cans and Brillo soap pad boxes ?
1506, Which are the best SSC and banking coaching centers in Chandigarh?
1507, Does CPA  stand for Certified Public Accountant?
1508, Is that lady an artist or a carpenter?
1509, Is she an architect?
1510, What is the most beautiful thing ever built?
1511, What is the former name of Zimbabwe ?
1512, What city is graced by the Arch of Titus ?
1513, What is a Guild ?
1514, Is that person a doctor?
1515, What does JESSICA mean ?
1516, What city gained renown for its pea-soup fogs ?
1517, Is there any bug in Quora?
1518, Is there a sectional cutoff in the CDS exam?
1519, Which are the best movies of 2016?
1520, What Tom Wolfe book is about the Mercury astronauts ?
1521, What Stephen Sondheim ballad ends   `` Well   maybe next year.. . '' ?
1522, How many years do fossils take to form ?
1523, What is R&D ?
1524, How many people watch network television ?
1525, Is Corona  the capital of United States?
1526, Doesn't ADA  stand for American Diabetes Association?
1527, Is there a way to convert from mm to inches on the go in Auto CAD on the go?
1528, What are some good fractal web sites ?
1529, How old is the universe ?
1530, What is the life expectancy of a dollar bill ?
1531, Which two inventors invented Post-its ?
1532, Which is the smallest fraction we can get using at most 10 sixes?
1533, What does BUD stand for ?
1534, What 's the second-lightest element ?
1535, Which is the maximum sum we can get using at most 10 threes?
1536, What day and month did John Lennon die ?
1537, Does Beihai  lie in China?
1538, Isn't Bhubaneswar  the capital of India?
1539, How do I send another person a message on Quora?
1540, What do the red-and-white stripes on a barbershop pole stand for ?
1541, Is there not any possibility to increase height after 21?
1542, Do tourists like to visit Cuernavaca ?
1543, What is mold ?
1544, Is Cork  the capital of Ireland?
1545, What color were their horses ?
1546, Who was the only U.S. President to wear a Nazi uniform ?
1547, Which infectious disease kills the most people worldwide ?
1548, What year was the ATM first introduced ?
1549, Do tourists like to visit Barranquilla ?
1550, What was the nickname of model Leslie Hornby ?
1551, What book did Aaron Hass write ?
1552, Is there any good Java open source demo project about Design Pattern on GitHub?
1553, Where is McCarren Airport located ?
1554, How long does it take the Milky Way Galaxy to make one revolution ?
1555, What is the hair style called that new military recruits receive ?
1556, What British TV series inspired All in the Family ?
1557, How can you contact play producers and promoters on-line ?
1558, How do you make a paintball ?
1559, What is the nursery rhyme Rock-a-by Baby about ?
1560, What U.S. state has the lowest highest elevation at 6 feet ?
1561, What are snowballs to a hot-rodder ?
1562, Is there not a mental disorder that causes people not to feel a sense of accomplishment?
1563, Where 's the GUM department store ?
1564, What does `` B.Y.O.B. '' mean ?
1565, Is that girl an architect or a convict?
1566, Who sells Viagra ?
1567, What is the maximum amount that can be got by using exactly 5 sixes?
1568, What university fired Angela Davis ?
1569, What New England state covers 5.9 square miles ?
1570, How do you find oxidation numbers ?
1571, Who is the President of Pergament ?
1572, What is `` Chicago Hope '' ?
1573, Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?
1574, When was Algeria colonized ?
1575, What was the highest mountain on earth before Mount Everest was discovered ?
1576, What is the greatest numeral that can be got by using exactly 5 zeros?
1577, Is there bull sperms in red bull?
1578, How many head injuries are there in recreational ice skating each year ?
1579, Where are the U.S. headquarters for Procter & Gamble ?
1580, What are John C. Calhoun and Henry Clay known as ?
1581, What is ANNA ?
1582, What is another name for vitamin B1 ?
1583, Doesn't ARRT  mean American Registry of Radiologic Technologists?
1584, Why are major Indian TV channels absent in northeast?
1585, In what high-risk business venture did Jimmy the Greek bet and lose ?
1586, Which is the largest amount we can get using at most 10 twos?
1587, Who discovered oxygen ?
1588, What TV series featured Neal   a martini-drinking St. Bernard ?
1589, What was the minimum wage in 1991 ?
1590, What is the largest fraction that can be got by using exactly 5 sixes?
1591, Does RA  stand for Radiologist's assistant?
1592, How many chemical elements are there ?
1593, Where is Milan ?
1594, Where can I find the schematics to the windshield wiper mechanism ?
1595, What is limbo ?
1596, Is there a Toastmasters club in Delhi?
1597, How can I find online spelling   and punctuation drills for my 6th grader ?
1598, What do flatfish eat ?
1599, What is the highest sum that can be got by using exactly 5 threes?
1600, What onetime member of Ronald Reagan 's cabinet called federal policy toward Indians `` an example of the failure of socialism '' ?
1601, How many milligrams are in a gram ?
1602, Is that person a celebrity or a convict?
1603, What makes Black Hills   South Dakota a tourist attraction ?
1604, When was Calypso music invented ?
1605, Is there a way to prevent hair Loss?
1606, Where is the official `` zero '' of the sea level ?
1607, Does CRN  mean Certified radiology nurse?
1608, Who was The Pride of the Yankees ?
1609, Isn't Barcelona  the capital of Venezuela?
1610, How can I have gay sex?
1611, Is there any short cut to check if a given point lies on a given line?
1612, Is that lady a doctor or a carpenter?
1613, What North American city would you visit to see Cleopatra 's Needle ?
1614, What is the biggest amount that can be got by using exactly 5 ones?
1615, Who invented the hula hoop ?
1616, Don't tourists like to visit Chirala ?
1617, What is Srpska Krajina ?
1618, Where is the Rose Bowl played ?
1619, Who is Charles Lindbergh ?
1620, Doesn't CBOT  mean Chicago Board of Trade?
1621, Where is Rider College located ?
1622, Is there not bull sperms in red bull?
1623, What 's the difference between sleet and freezing rain ?
1624, Who is Johnny Carson ?
1625, Doesn't Dimitrovgrad  belong to Russia?
1626, Who wrote The Night of the Iguana ?
1627, What is the largest city in the U.S. ?
1628, What does the abbreviation IOC stand for ?
1629, How many Fig Newtons are there to the pound ?
1630, How many people lived in Nebraska in the mid 1900s ?
1631, What is the smallest integer that can be got by using exactly 5 zeros?
1632, In which year was New Zealand excluded from the ANZUS alliance ?
1633, Does SHO  mean Senior house officer (UK)?
1634, Where was helium first discovered   hence its name ?
1635, Is there not a currently evolving tendency towards nasty  trashy behavior in sports?
1636, What does the Statue of Liberty wear on her feet ?
1637, What year did the United States abolish the draft ?
1638, How many grooves are on a dime ?
1639, Who designed London Bridge ?
1640, Doesn't ACP  stand for American College of Physicians?
1641, What percentage of American men are alcoholic ?
1642, When was the last major eruption of Mount St. Helens ?
1643, What is the name of the deranged super-criminal Otto Octavius uses ?
1644, What is a fear of jealousy ?
1645, What actor and World War II airman had a $5   0 bounty put on his head by Hermann Goering ?
1646, Is there not a way to get back on Amazon after a seller's account has been banned?
1647, Which is the maximum amount we can get using at most 10 eights?
1648, What is metabolism ?
1649, What do sailors use to measure time ?
1650, Where can I buy a good snowboard for less than $200 ?
1651, How much weight do I lose by purging after every time I eat?
1652, Do tourists like to visit Dujiangyan ?
1653, Which is the biggest integer we can get using at most 10 sixes?
1654, Is there proof of extra terrestrial life?
1655, Is that lady not a convict?
1656, What is the name of the disease that actress Hunter Tylo 's baby girl has ?
1657, Which are the best part-time jobs to do in Bangalore?
1658, Does CSI  mean Continual Service Improvement?
1659, What was lost and regained by poet John Milton ?
1660, What is the origin of thank you notes ?
1661, What group starred in the movie Rock Around the Clock ?
1662, Where do quality drinks begin ?
1663, Is there a word for someone who is food-greedy?
1664, What is the classic definition of tragic hero ?
1665, Does ANNA  stand for American Nephrology Nurses' Association?
1666, Is there not a way to get taller  and increase your height?
1667, How much does it cost to have a tree planted by dialing   900   740-TREE ?
1668, What film or films has Jude Law appeared in ?
1669, Is there a difference between a Refrigeration Mechanic vs an HVAC Technician?
1670, Is there any part of the body where people DON'T get cancer?
1671, Is that gentleman a sportsperson or a convict?
1672, Name the child left on a doorstep at the beginning of Gasoline Alley .
1673, Why did Europeans first come to Australia and Oceania ?
1674, What is the difference between optical and digital video ?
1675, What two major world religions began in India ?
1676, Is there a max/limit on the number of blogs you can follow on Tumblr?
1677, Doesn't Algeciras  belong to Spain?
1678, Which is the worst place to go in  Daska ?
1679, Is there not any software/app that allows me to remotely control my friends' smartphones from my smartphone?
1680, Is there not any chances of getting admission in IIMS as I have just graduated and no work experience?
1681, What is Dick Clark 's birthday ?
1682, Is there any sense to have registered company (LLC or Inc) before going to VC  if you have no clients?
1683, What is the difference between a median and a mean ?
1684, Does SpR  mean Specialist registrar (UK)?
1685, Is there evidence for animals other than man choosing to not reproduce?
1686, What can be done about snoring ?
1687, Does CAPM  stand for Capital asset pricing model?
1688, What new year is celebrated on February 16th ?
1689, Is there any cab service available at London City Airport?
1690, What 's the world 's longest suspension bridge ?
1691, Is there a market for a solar powered TVs for camping trips?
1692, Which company created the Internet browser Mosaic ?
1693, Which is the greatest integer we can get using at most 10 threes?
1694, What were the first three cities to have a population of more than a million ?
1695, What 's the percentage of children aged two through eleven who watch ` 'The Simpsons ' ?
1696, What does INRI stand for when used on Jesus ' cross ?
1697, Where did the ukulele originate ?
1698, What is white chocolate ?
1699, What name does the world know Renaissance artist Kyriakos Theotokopoulos by ?
1700, What are some of the most amazing concepts given by theoretical physicists?
1701, Which is the largest clock   diameter wise   in Europe ?
1702, Is there not any search or browse facility for the questions on Quora?
1703, What is CAGR ?
1704, What is the largest sum that can be got by using exactly 5 sevens?
1705, Which is the highest integer we can get using at most 10 sixes?
1706, Which is the smallest fraction we can get using at most 10 ones?
1707, What is the highest numeral that can be got by using exactly 5 nines?
1708, Is there not a chance that the faithless electors can change the result of 2016 US presidential election on December 19th 2016?
1709, Doesn't Dire Dawa  belong to Ethiopia?
1710, When were fish first believed to be found on earth ?
1711, What is an arab strap ?
1712, What multitalented Academy-award-winning director failed a college course in motion-picture production ?
1713, Is there any connection between Arnab Goswami quitting Times Now and the 1 day ban on NDTV India?
1714, Do tourists like to visit Aachen ?
1715, What did Louis Cartier invent for aviator Santos Dumont in 1940 ?
1716, Is there any way to automatically like Instagram photos with hashtags  using software?
1717, What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions ?
1718, Which is the best place to go in Bochum ?
1719, Which is the biggest number we can get using at most 10 ones?
1720, How do companies cut paper so thin ?
1721, How should I prepare for HSBC GLT placement tests?
1722, What is the most accurate wearable item for activity  on the market today?
1723, What are the good websites to learn C programming for begineer?
1724, What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ?
1725, What are some movies that everyone needs to watch at least once in life?
1726, What does the name Gina mean ?
1727, Does CIO  mean Chief Information Officer or Chief Investment Officer?
1728, Who wrote The Ugly Duckling ?
1729, What 's the difference between TFT and dual-scan display ?
1730, Who recorded the 1957 hit Tammy ?
1731, Which is the best place to go in Anqing ?
1732, How many minutes of cardio a day should I do?
1733, How do I write a song?
1734, What 's the common name for acetylsalicylic acid ?
1735, What is the minimum number that can be got by using exactly 5 fives?
1736, What is ROIC ?
1737, What did n't Rocky Marciano do in his pro boxing career ?
1738, Who founded the modern theory of probability ?
1739, Which is the least amount we can get using at most 10 twos?
1740, Is there a swimming pool where dogs can swim in Ahmedabad or any other outdoor activities?
1741, Doesn't C&F  mean Cost With Freight?
1742, Is there not a healthy and safe way to lose about 20 pounds in a month and keep it off?
1743, What Caribbean cult did Marcus Garvey originate ?
1744, Is there not an app that can be used to run a custom rest API calls?
1745, Why do I not feel remorse?
1746, What is ASRT ?
1747, What crop failure caused the Irish Famine ?
1748, What is the biggest numeral that can be got by using exactly 5 twos?
1749, Does RPhT  stand for Registered pharmacy technician?
1750, What is e-coli ?
1751, Which is the best place to go in Angeles City ?
1752, What was the claim to fame of the football game that saw Fordham defeat Waynesburg State 12601 on September 3   1939 ?
1753, Doesn't CMA  mean Certified medical assistant?
1754, Which is the smallest fraction we can get using at most 10 sevens?
1755, Is there any NGO in Mumbai for which I can work/volunteer?
1756, What soft drink held a national flavor poll in 1967 ?
1757, What is a virtual IP address ?
1758, Does EBITA  stand for Earnings before interest and taxes and amortization?
1759, How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?
1760, Doesn't ARA  mean American Rheumatological Association?
1761, Is there a job board site where employers hire and sponsor visas for employees internationally?
1762, What person 's head is on a dime ?
1763, Is there not a way to quickly increase your height?
1764, How did Peabody and Sherman travel through time ?
1765, What is a fear of hell ?
1766, Who retired with 755 home runs to his credit ?
1767, What is the largest fraction that can be got by using exactly 5 fours?
1768, What 's the name of Pittsburgh 's baseball team ?
1769, Which is the best place to go in Danjiangkou ?
1770, How old was Stevie Wonder when he signed with Motown Records ?
1771, Is that person a carpenter or a celebrity?
1772, Is there a systematic way to learn about classical music?
1773, Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?
1774, Is there not any software where I can practice technical analysis for the stock market using chart?
1775, What is the greatest numeral that can be got by using exactly 5 fours?
1776, What is the definition of hazmat ?
1777, Doesn't RCP  stand for Royal College of Physicians?
1778, What 's the second-highest mountain in the world ?
1779, Does CMO  stand for Chief Marketing Officer?
1780, Doesn't Arequipa  lie in Peru?
1781, What is the active ingredient in baking soda ?
1782, Doesn't EDI  mean Electronic Data Interchange?
1783, What city was Bobby Kennedy assassinated in ?
1784, What is the biggest amount that can be got by using exactly 5 zeros?
1785, What are genders?
1786, Is there not a universal element?
1787, How much will the California be in the year 2000 ?
1788, What kind of fish is a coney ?
1789, Does web Methods has future after 5 to 10 years from now?
1790, Do tourists like to visit Chicago ?
1791, Does UDC  stand for University Disability Consortium?
1792, Which is best music player under 5000 inr?
1793, Is there a way to develop photographic memory?
1794, How do I start solar energy business?
1795, Who holds the NFL record for most touchdowns in a season ?
1796, What are the 28 tenses in the English language ?
1797, What is CRNA ?
1798, What were the last names of gangsters Bonnie and Clyde ?
1799, Is there a way on Quora to ask why a specific question was marked as needs improvement?
1800, Is there a big chance that Trump will win the election?
1801, Does ASMI  mean Australian Self-Medication Industry?
1802, Which is the largest integer we can get using at most 10 zeros?
1803, Where is the Kentucky Horse Park ?
1804, Don't tourists like to visit Dalian ?
1805, Is there not a website dedicated to customer complaints?
1806, Is that youth a doctor or an architect?
1807, When not adventuring on Rann   what does Adam Strange call his profession ?
1808, What is the greatest integer that can be got by using exactly 5 fours?
1809, Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?
1810, Is that boy an engineer or an architect?
1811, Who was the star of the 1965 Broadway hit Golden Boy ?
1812, Does ACP  mean Advanced Care Paramedic (Canada)?
1813, Is there not proof of extra terrestrial life?
1814, How successful is arometherapy ?
1815, What United States President had dreamed that he was assassinated ?
1816, How old was the youngest president of the United States ?
1817, Doesn't Coimbra  lie in Portugal?
1818, When was Thomas Jefferson born ?
1819, What was the name of Betty Boop 's dog ?
1820, Is there not a way to force myself to study?
1821, Is that gentleman a celebrity?
1822, Is there a USB hub in the market that allows for wirelessly connecting a USB mouse and keyboard to a laptop using Wifi or bluetooth?
1823, Is there not no proof of funds requirement for immigration to the US?
1824, Is there any legitimate reasons for Hitler hating Jews?
1825, What is the best online games site ?
1826, What is the minimum amount that can be got by using exactly 5 threes?
1827, Is there not any connection between Arnab Goswami quitting Times Now and the 1 day ban on NDTV India?
1828, How can I get some free technical information on Electric Vehicle ?
1829, What was the reason for the partition of the Anglican and Vatican churches ?
1830, What qualifications are there for individuals donating blood ?
1831, Does Dili  belong to Timor-Leste?
1832, Is there a cure for acne?
1833, Doesn't STSC  stand for Soft tissue sarcoma committee?
1834, Does NCI  mean National Cancer Institute?
1835, Why do many Native American students not complete college ?
1836, Where can an individual get a contact lens tested that burned the entire surface of eye when new ?
1837, What is a leper ?
1838, Does APGAR  mean American Pediatric Gross Assessment Record (a backronym)?
1839, What is CAPM ?
1840, What African capital is named for a U.S. president ?
1841, Which is heavier - cream or milk ?
1842, Is there not any website where I can talk online to a psychologist for free?
1843, Which is the minimum number we can get using at most 10 nines?
1844, Is that woman a celebrity?
1845, Does CfWI  mean Centre for Workforce Intelligence?
1846, Doesn't CAMT  mean Canadian Association of Music Therapy?
1847, Which killer whale died at Sea World of a fungal infection ?
1848, Doesn't AOBEM  stand for American Osteopathic Board of Emergency Medicine?
1849, On what avenue is the original Saks department store located ?
1850, What is the cultural origin of the ceremony of potlatch ?
1851, Is there not a way to find out who created an Instagram page?
1852, Doesn't RPN  stand for Registered psychiatric nurse?
1853, Is there not such thing as false positive pregnancy test?
1854, What is CFS ?
1855, Who is the president of the Spanish government ?
1856, Is there any good widget apps on Android?
1857, Which is the smallest fraction we can get using at most 10 threes?
1858, Is there a customer service phone number for Bitdefender antivirus?
1859, What caused an adjournment of the 25th anniversary session of the United Nations General Assembly ?
1860, What are the statistics for drunken drivers in Maryland ?
1861, What species is a colt ?
1862, What is the approximate population of Las Vegas   N.M ?
1863, What time of year is air travel the heaviest ?
1864, Who are the presidents of Mexico and Indonesia ?
1865, Which is the biggest amount we can get using at most 10 ones?
1866, What city had a world fair in 1900 ?
1867, Is there any add-on tool to automate the web UI for Google Maps using a Selenium web driver?
1868, How does lightning travel ?
1869, Who followed Willy Brandt as chancellor of the Federal Republic of Germany ?
1870, Is there not a good online course for operating systems being offered?
1871, What causes an earthquake ?
1872, What made Jane Goodall famous ?
1873, What did Lenny Bruce say that got him arrested ?
1874, What is the connection between New Krypton and Daxam ?
1875, What does `` Philebus-like '' mean ?
1876, Is there a way to adjust the playback speed in the YouTube Android app?
1877, Is there any software where I can practice technical analysis for the stock market using chart?
1878, What is CSO ?
1879, Does R&D  mean Research and Development?
1880, Who was Gerald Ford 's vice president ?
1881, Is that youth a doctor or a machine learning professional?
1882, How far out is the universe ?
1883, What was the verdict in the trial of Lizzie Borden ?
1884, What city 's newspaper is called `` The Enquirer '' ?
1885, Why is it called `` hamburger '' if there is no ham in it ?
1886, Is there not A 32-bit version of Android M 6.0?
1887, How do I lose weight without doing exercise or diet?
